Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Sex
0.02184,-0.007457,-0.031931,0.015098,0.003804,-0.003767,0.02612,-0.012451,M
0.023031,-0.002484,-0.010264,-0.002382,-0.013312,0.007905,0.000646,-0.012045,M
0.025473,0.010529,-0.006854,0.006626,0.001054,-0.002217,-0.008456,-0.005291,F
0.024891,0.021875,-0.007496,0.000462,0.011057,-0.008164,-0.003089,0.002819,M
0.037691,0.017732,0.034247,-0.03009,-0.018502,0.015533,-0.001141,0.002829,F
0.008548,0.00844,-0.011852,-0.017361,-0.011007,-0.009137,-0.004292,0.012579,F
0.015657,-0.017811,-0.000277,-0.008665,-0.015294,0.00153,0.005216,-0.013167,M
0.015326,-0.004135,-0.017174,0.00529,0.003823,0.016536,-0.003834,0.007337,M
0.008475,-0.015991,-0.022905,0.029422,0.011982,-0.017904,0.008841,0.006028,F
0.014329,0.017724,0.002966,0.0034,0.017854,-0.026091,-0.004489,0.020768,F
0.020335,0.014078,-0.020779,0.02002,0.016037,-0.014912,-0.002631,0.013801,F
0.020236,0.00223,-0.013485,0.006088,0.002915,0.000089,-0.009383,0.001228,M
0.028915,0.001244,-0.002774,-0.007231,-0.007714,0.009238,0.013499,0.008366,M
0.052693,0.043185,-0.016531,0.009633,-0.023958,-0.00173,-0.062598,-0.030861,M
0.032804,0.010525,0.02706,-0.016526,-0.007655,0.005499,-0.027505,-0.010452,M
0.021848,0.019977,-0.004809,-0.003274,0.002733,-0.007157,-0.017767,0.01784,M
0.03881,-0.006784,-0.026756,0.000512,0.016553,0.034105,0.011628,-0.034412,F
0.027853,-0.00079,-0.005929,0.015825,-0.021334,-0.024134,0.00172,0.015622,F
0.023125,-0.016822,-0.004014,0.008316,-0.005382,0.010536,0.014415,0.016204,F
0.041418,0.039694,-0.011942,-0.000831,0.003497,-0.02395,-0.015979,0.00095,F
0.01621,-0.017439,-0.008809,0.034979,0.008873,0.018452,-0.03246,0.016547,F
0.013904,0.003875,-0.038744,0.004564,-0.002211,-0.015585,-0.009444,0.013936,F
0.078274,0.04826,0.020121,-0.014918,-0.097808,0.011624,-0.058671,0.018246,M
-0.023715,0.019523,0.002419,0.032856,-0.034812,0.001643,-0.001946,0.00336,I
-0.015612,0.021314,0.001064,0.025565,-0.02668,0.007648,0.006894,0.00067,I
-0.016048,0.026995,-0.005525,0.018904,-0.02541,0.014072,0.011738,0.008019,I
-0.01382,0.015612,0.003185,0.029611,-0.022673,0.006688,0.00588,-0.005428,I
-0.015277,0.019002,0.002813,0.02384,-0.025183,0.00901,0.013217,0.007952,I
-0.016695,0.015991,0.001888,0.02447,-0.020981,0.003683,0.006425,-0.002342,I
-0.046137,0.0011,0.035891,0.009953,-0.04253,-0.007006,0.005834,0.068039,I
-0.014243,0.018352,-0.011755,0.016351,-0.014376,0.007941,0.013118,-0.004425,I
-0.009177,0.023572,-0.00718,0.009059,-0.013193,0.016218,0.015229,-0.002798,I
-0.020283,0.019886,-0.00936,0.007262,-0.013011,0.003703,0.0062,-0.002913,I
-0.014228,0.015853,0.005756,0.015706,-0.015349,0.006518,0.011555,0.006398,I
-0.014378,0.013171,0.002397,0.014711,-0.01229,0.005221,0.010332,-0.001235,I
-0.01617,0.009991,0.011406,0.01747,-0.013752,-0.004468,0.00403,-0.004574,I
-0.013692,0.022526,-0.000257,0.003973,-0.010972,0.007069,0.010557,0.003199,I
-0.013563,0.012617,0.004498,0.015968,-0.011629,0.00441,0.009298,0.001565,I
-0.003524,0.025881,-0.003157,0.006461,-0.007559,0.003037,0.013889,-0.013084,I
-0.013061,0.009003,0.006715,0.015044,-0.010155,0.002917,0.008754,-0.003551,I
-0.012571,0.013407,0.008056,0.016513,-0.00623,-0.000101,0.004419,-0.00306,I
-0.010481,0.01178,0.005198,0.01109,-0.00999,0.006079,0.01974,0.004176,I
-0.009815,0.012424,0.012516,0.018074,-0.009669,-0.000879,0.00636,-0.000528,I
-0.015469,0.017015,-0.003588,0.006202,-0.007311,0.000962,0.003675,-0.003674,I
-0.007777,0.014906,-0.003722,0.00448,-0.001475,0.006966,0.014618,-0.006597,I
-0.015454,0.009544,0.000451,0.012612,-0.000907,0.005202,0.000139,0.000224,I
-0.01277,0.007213,0.002863,0.005386,-0.002071,0.003256,0.018293,0.001232,I
-0.011083,0.009709,0.026186,0.005944,-0.005867,0.002004,0.009004,0.017914,I
-0.004495,0.008931,0.010492,0.007341,0.001549,0.00244,0.011336,-0.000976,I
-0.006413,0.006165,0.012149,0.007849,-0.001637,0.00365,0.010602,0.003126,I
-0.002359,0.01292,0.011098,0.005558,0.002939,0.007887,0.011285,0.002386,I
0.001966,0.012259,-0.000591,0.009476,0.007316,0.00876,0.016633,-0.009237,I
-0.009434,0.011253,-0.005362,-0.003307,0.002308,0.009715,0.017748,0.007422,I
-0.007721,0.0077,0.005552,0.002362,0.003355,0.005232,0.015633,0.005109,I
-0.000023,0.009216,-0.006573,0.0051,0.006595,0.009515,0.020607,-0.009647,I
-0.004208,0.010848,0.01203,-0.001283,-0.001044,0.005405,0.015472,0.008449,I
-0.006545,0.004424,0.007906,0.002481,0.0032,0.005132,0.01338,0.000874,I
-0.001333,0.010531,0.011289,0.011943,0.006188,-0.002161,0.009407,0.001086,I
-0.008253,0.015933,0.013459,-0.010465,0.001252,-0.002916,0.003093,0.004433,I
-0.003236,0.014509,-0.000431,-0.00535,0.006816,0.011736,0.011652,-0.000864,I
-0.004536,0.018986,-0.004061,-0.011472,0.004427,0.012476,0.007545,0.002031,I
-0.002514,0.003578,0.02021,0.001636,0.002907,0.004938,0.015444,0.00424,I
-0.009022,0.002852,0.000708,0.002807,0.005231,0.008644,0.01396,0.008204,F
-0.007261,0.01148,-0.006671,-0.011873,0.004874,0.004791,0.014982,-0.00411,I
-0.007741,0.005067,-0.015843,-0.004993,0.004572,0.00813,0.01666,-0.007104,I
-0.000032,0.006335,0.004547,0.003118,0.007185,0.007672,0.008182,-0.009788,I
-0.000466,0.016185,0.008286,-0.000035,0.008163,-0.000419,0.007488,0.001403,I
-0.021155,-0.015643,-0.006648,0.020439,0.012362,0.008404,0.005995,0.008868,I
-0.00521,0.007459,-0.007023,-0.00282,0.001347,0.004878,0.013886,-0.000115,I
0.005505,0.018598,-0.012231,-0.002244,0.012704,0.011958,0.014393,-0.01245,I
0.003844,0.011087,0.007074,0.00588,0.013266,0.004162,0.010808,-0.005503,I
-0.00278,0.004242,0.012121,-0.000674,0.00435,0.004214,0.014697,0.005026,I
0.00096,0.014453,0.00276,-0.002313,0.014185,0.001729,0.010828,-0.004535,I
0.005382,0.017198,0.002069,-0.000629,0.010196,0.007453,0.006734,-0.005794,I
-0.002987,0.005332,0.014037,-0.007496,0.002064,-0.000694,0.020482,0.007061,I
-0.006646,0.012254,0.00144,-0.007406,0.0087,-0.001719,0.016212,0.010226,F
-0.008024,0.005336,-0.006347,0.013902,0.013703,-0.002842,-0.001844,0.000731,M
0.00441,0.021685,0.010435,-0.003402,0.007272,-0.002946,0.000371,-0.000833,F
-0.004808,0.003224,0.000889,-0.003935,0.004942,-0.002341,0.009704,-0.006292,M
0.00044,0.020527,0.006068,0.000911,0.012577,-0.001958,0.004598,0.011814,F
0.0154,0.026715,0.009175,-0.003667,0.001773,0.004127,0.011716,0.004092,M
0.000434,0.019264,-0.016683,-0.010594,0.007355,0.004261,0.01502,-0.000116,M
-0.002232,-0.001747,0.016303,0.002098,0.011258,-0.001878,0.016241,0.000499,M
-0.000408,0.015002,0.006695,0.001381,0.010509,-0.002431,0.004171,0.007983,M
0.001872,0.007618,0.010883,-0.009461,0.00837,0.001732,0.020604,0.00153,F
0.003556,0.014407,0.003071,0.000096,0.010131,0.001882,0.000968,-0.001829,M
0.002656,0.016414,-0.004801,-0.005523,0.013633,-0.004526,0.007883,-0.006628,M
0.002857,0.012107,-0.013605,-0.006355,0.01359,-0.000115,0.019446,-0.008745,M
-0.000351,0.010834,-0.009252,-0.003661,0.011504,0.002668,0.015981,0.006169,M
0.002531,0.012617,0.011694,-0.003729,0.01686,-0.003742,0.005944,-0.000112,I
-0.000394,0.015166,0.001096,-0.006438,0.012245,-0.001862,0.007205,0.006932,M
0.010504,0.019034,0.001861,-0.002155,0.01282,0.010366,0.002899,-0.003296,M
-0.001388,0.005894,0.004513,-0.000785,0.008817,-0.003063,0.00176,0.000387,F
-0.004566,0.020108,-0.001184,-0.008981,0.015621,-0.008314,-0.004048,0.006905,I
0.008844,0.012304,-0.002277,-0.001979,0.014439,-0.006044,0.011965,-0.016976,M
-0.009684,-0.004188,0.024683,-0.010363,-0.004005,0.000536,0.00896,0.025517,I
0.001496,0.015868,0.005805,0.000079,0.008884,-0.003518,-0.004465,0.009877,M
0.004187,-0.005733,0.022656,0.000223,0.002876,0.008616,0.020646,0.012249,I
0.008362,0.018033,-0.006417,-0.002152,0.009052,-0.002472,0.011552,0.000228,I
0.000662,0.017888,-0.004669,-0.010851,0.013002,0.003458,-0.002242,-0.000379,M
0.000694,0.011605,-0.015949,0.002109,0.01123,-0.000435,0.002379,-0.003097,M
0.008291,0.006172,-0.023813,0.004427,0.007353,0.011028,0.009874,-0.014894,F
-0.004615,0.021499,-0.000114,-0.013941,0.013718,-0.010199,0.002593,0.015769,M
-0.000858,0.004789,-0.009763,-0.000366,0.016727,-0.00207,0.009002,-0.001811,F
-0.00489,0.003718,0.007047,-0.003442,0.009283,-0.022798,0.001868,-0.000904,M
0.003593,-0.005498,-0.013304,0.004877,0.010767,0.006411,0.017927,-0.00746,F
0.000635,-0.0023,-0.026238,-0.003057,0.001204,-0.009048,0.030716,-0.005394,F
0.000581,-0.006468,0.002439,-0.004189,0.009225,0.008485,0.022258,0.006408,M
-0.005176,-0.003167,0.001169,0.005644,0.00767,-0.00401,0.005549,0.016348,F
0.007577,0.002494,-0.006062,-0.011747,0.008112,0.010897,0.018311,-0.00814,M
0.0052,-0.001999,-0.023449,0.006196,0.007509,0.000757,0.019963,-0.008554,M
0.012201,0.030803,-0.005884,0.002476,0.021716,-0.011083,-0.016951,-0.002297,F
0.004138,-0.002065,0.006916,-0.005005,0.007345,0.022317,-0.006676,0.002926,F
0.006974,0.008014,-0.014124,-0.003493,0.010671,0.009545,-0.00433,-0.004369,F
-0.008283,-0.013675,0.021705,-0.00746,0.010191,-0.008173,0.018632,0.026968,F
0.009866,0.009375,-0.009528,0.009559,0.000034,-0.01154,-0.005796,0.004993,M
0.021531,0.018118,0.006274,-0.007528,-0.014071,0.000717,-0.004351,0.00489,M
0.009281,0.00648,-0.017164,0.011737,0.010244,-0.000397,0.001282,0.005054,F
0.014715,0.014865,-0.001179,0.007567,0.01058,-0.010793,0.004108,0.008722,M
0.01016,0.018557,-0.01737,-0.019621,0.015086,-0.003812,0.019179,-0.000329,M
0.009591,0.000021,-0.029856,0.006925,0.00734,0.00269,0.008498,-0.009124,M
0.014445,0.021695,-0.009011,-0.001225,0.011171,-0.015361,0.000045,0.001134,F
0.016191,0.015023,-0.006637,0.004462,0.010595,0.009752,-0.003052,0.011187,F
0.002832,0.000386,-0.02574,-0.017509,-0.003417,-0.004046,0.026415,0.005711,F
0.005269,0.001298,0.000782,0.004523,0.013351,0.004933,-0.013319,0.003966,M
0.016462,0.014921,0.003746,0.004831,0.005089,0.00026,-0.004203,0.014494,F
0.025655,0.014654,-0.021107,0.026596,0.026473,-0.010013,0.002159,-0.020497,M
0.006226,-0.000823,-0.00893,0.008362,0.007842,-0.016926,-0.000265,-0.00044,M
0.026097,0.016981,-0.007279,-0.014307,-0.012295,-0.008008,0.026845,0.004103,M
0.007873,0.001405,-0.00455,0.007718,0.013156,-0.007028,0.007904,0.012914,F
0.038531,0.048072,0.013866,-0.027425,-0.000181,-0.077249,0.042581,-0.012002,F
0.004863,0.00975,0.011839,0.009447,0.016719,-0.023956,-0.018013,0.013751,F
0.014857,0.022062,-0.010071,0.004256,0.015423,-0.0136,-0.009154,0.005781,M
0.013648,0.003407,0.007516,-0.000355,0.011843,-0.007021,0.00908,0.006395,F
0.005606,0.001972,0.004745,0.002896,0.014005,-0.001855,-0.005419,0.014583,M
0.015014,-0.001485,-0.015098,0.008667,0.01414,0.003486,0.006361,-0.004231,F
0.013404,0.009783,-0.00407,0.004889,0.014409,-0.009805,-0.000979,0.007877,M
0.006607,0.007044,-0.003609,0.006467,0.009377,-0.019749,-0.011504,0.008831,M
0.004835,-0.007311,0.002728,0.012437,0.011322,-0.00496,-0.012666,0.009131,M
0.011349,0.000617,0.003863,0.002816,0.007323,0.005042,-0.01052,0.00957,M
0.017163,0.008221,-0.003584,-0.000162,0.003447,0.003218,0.002376,0.015808,F
0.017396,0.006219,-0.016651,-0.003385,0.000924,0.008901,-0.011539,-0.006115,F
0.011918,0.003903,0.000561,0.000132,-0.003369,-0.003769,-0.008392,0.019405,F
0.014896,0.000271,-0.002654,-0.008363,-0.00994,0.012364,-0.005227,0.012769,M
0.003104,-0.009606,0.002973,-0.015814,-0.003075,0.006292,0.002946,0.0179,F
0.015592,0.000117,-0.019622,0.003946,0.006022,-0.008534,0.014599,0.003028,F
0.004926,0.000923,-0.017401,-0.016072,-0.013383,0.006934,0.000358,0.022989,F
0.014529,0.005166,-0.001626,0.009103,0.013053,-0.003883,-0.001209,0.020556,M
0.014548,0.00365,-0.005312,0.003433,0.006041,-0.020072,0.001557,0.004286,F
0.017243,-0.002118,0.008059,-0.004736,0.002111,0.004175,0.013702,0.019406,M
0.013303,0.003008,0.004921,-0.004394,-0.005406,0.000927,-0.014606,0.016559,M
0.017424,0.0112,-0.024838,0.004203,0.012975,0.005774,-0.016175,-0.002527,M
0.027079,0.018706,0.005305,0.010106,0.012092,-0.012977,-0.012629,0.008739,M
0.015647,-0.001187,-0.006643,0.010813,-0.007049,-0.004477,-0.011375,0.014195,F
0.025791,-0.000016,-0.002021,-0.022181,-0.027141,-0.00628,0.030846,0.008877,F
0.017327,0.00604,0.011813,0.002531,0.019058,-0.002195,-0.012472,0.011556,F
0.022683,0.00842,-0.015225,0.016754,-0.002985,-0.001866,-0.020813,0.007321,M
0.02302,0.004558,-0.027121,0.010022,-0.003132,0.002837,0.007053,0.011883,M
0.022042,0.010867,-0.009665,0.00664,0.006626,-0.010605,0.006538,0.017614,F
0.006153,-0.004994,-0.006154,0.004436,0.008727,-0.008543,-0.010081,0.013211,M
0.004742,-0.019718,-0.015373,0.009665,0.010579,-0.015105,0.018379,0.008455,F
0.034204,0.007436,0.018388,-0.013888,0.001108,0.018807,0.000884,-0.001206,F
0.007899,-0.019844,-0.003708,0.005006,0.000305,0.008853,0.007945,0.021817,M
0.031981,0.026698,-0.009393,-0.028437,-0.032124,-0.014357,0.006378,0.010299,M
0.031684,0.00953,-0.011769,-0.009285,-0.023647,0.010029,0.002681,0.00764,M
0.016308,0.020963,0.011255,0.002439,-0.002186,-0.097739,0.04375,0.042797,F
0.018302,0.014086,-0.006658,0.020574,0.006197,-0.009747,-0.029148,0.02427,F
0.014523,0.001453,0.004568,-0.004826,-0.010224,0.002206,-0.016958,0.024484,F
0.034895,0.009956,-0.007024,-0.019588,-0.024294,0.0325,-0.00114,0.010624,M
0.013989,-0.012388,-0.005773,-0.018482,-0.042395,-0.000796,0.020798,0.033077,M
0.006824,0.003159,0.005661,-0.011681,-0.001002,-0.007939,0.013217,0.053401,F
0.03658,0.012635,0.005822,-0.002512,-0.014018,-0.023643,0.012811,0.009037,M
0.028591,0.030564,-0.029571,-0.022774,0.007855,0.006978,-0.015763,-0.004361,F
0.039881,0.010526,-0.019529,-0.00293,-0.025333,0.014896,-0.011503,-0.005608,F
0.019055,-0.005621,0.000966,0.000701,-0.007995,0.017348,-0.026155,0.014508,M
0.023281,0.007722,-0.004431,0.011677,0.001324,-0.01188,-0.001467,0.03606,M
0.007077,-0.000762,-0.003416,0.010735,-0.016722,-0.013936,-0.022045,0.053862,M
0.027576,-0.006015,-0.004719,0.01176,-0.021336,-0.000055,-0.000305,0.028667,F
0.012086,-0.0235,-0.012893,0.008923,-0.011838,-0.034437,0.023107,0.020053,F
0.019962,-0.007047,-0.043064,0.033313,-0.01967,-0.014293,-0.013226,0.025662,M
0.052896,0.017098,-0.011831,-0.003142,-0.028805,-0.055308,0.053989,0.009642,M
0.002332,-0.028826,-0.000537,0.000251,-0.00444,-0.018739,0.012991,0.035922,F
0.073671,0.06432,-0.011417,-0.005389,-0.045344,-0.042981,-0.004801,0.019652,F
0.028936,-0.00777,-0.024484,0.011395,-0.028154,-0.007999,-0.010675,0.030918,M
-0.019641,0.02575,-0.003958,0.034185,-0.037237,0.010889,0.003286,0.004921,I
-0.01181,0.030599,-0.009015,0.032052,-0.032133,0.01734,0.00885,-0.001049,I
-0.017083,0.024507,0.001186,0.034621,-0.035918,0.010335,0.005254,0.005842,I
-0.010441,0.028002,-0.006336,0.035071,-0.031217,0.01155,0.009205,-0.006033,I
-0.015932,0.025176,-0.003623,0.026487,-0.027975,0.010999,0.007542,0.002815,I
-0.01626,0.024924,-0.00327,0.019391,-0.024719,0.011586,0.008683,0.00428,I
-0.019191,0.02031,0.000057,0.02016,-0.024792,0.007479,0.006333,0.003824,I
-0.016249,0.014923,0.006953,0.027413,-0.019781,0.001482,0.000986,-0.005803,I
-0.0188,0.017069,0.007184,0.021374,-0.019621,0.00253,0.002126,0.004515,I
-0.018926,0.022117,-0.005994,0.009654,-0.018218,0.008562,0.007577,0.001874,I
-0.010382,0.019837,-0.001292,0.018545,-0.013982,0.011585,0.010836,-0.005721,I
-0.018541,0.016566,0.002501,0.012386,-0.014785,0.004998,0.004836,0.002242,I
-0.005825,0.014361,0.01184,0.022144,-0.011962,0.004916,0.011946,-0.004094,I
-0.0214,0.013607,0.008211,0.008734,-0.012611,0.002169,0.004938,0.010319,I
-0.006966,0.016603,-0.002987,0.011967,-0.005485,0.01173,0.014926,-0.004438,I
-0.00978,0.021977,0.007235,-0.002109,0.000003,0.006627,0.004655,0.001754,I
-0.007077,0.011204,0.011124,0.009676,-0.001326,0.00767,0.011172,0.001486,I
-0.014601,0.014997,0.007917,-0.00011,-0.001796,0.004579,0.006802,0.008017,I
-0.006666,0.009524,0.01232,0.011334,0.002057,0.002585,0.00904,-0.00316,I
0.002594,0.024387,0.002423,0.006411,0.008273,0.009467,0.004531,-0.008265,I
-0.011393,0.017972,0.012872,-0.003809,0.002503,0.003705,-0.00237,0.007459,I
-0.012635,0.006031,0.013514,-0.000757,0.000882,0.004158,0.008767,0.006638,I
-0.002159,0.010384,-0.001852,0.000792,0.002478,0.015749,0.015995,-0.007439,I
-0.01559,0.001045,0.014893,-0.003534,-0.003457,0.004192,0.01125,0.013151,I
-0.006971,0.0146,0.007421,-0.003019,0.003453,0.005329,0.004808,0.001347,I
-0.0066,0.008048,0.015556,-0.002102,0.00364,0.009451,0.014169,0.006877,I
-0.011106,0.007665,-0.000454,-0.002511,0.00353,0.004455,0.010473,0.000592,I
-0.009386,0.013238,-0.003468,-0.001984,0.008905,0.003917,0.005129,-0.001887,M
-0.00757,0.010566,0.000477,0.002098,0.007576,0.002304,0.012954,0.005588,I
-0.001656,0.020229,0.000548,-0.001208,0.012007,0.004749,0.002434,-0.006249,I
-0.009786,0.002174,0.00762,-0.003444,0.00281,0.009027,0.011791,0.004553,I
-0.003961,0.002376,0.000983,0.001852,0.005246,0.006766,0.017833,-0.004163,I
-0.015402,0.013433,-0.005118,-0.01734,0.003792,0.00554,0.004579,0.006791,I
-0.010609,0.003727,0.007421,0.002787,0.007955,-0.000837,0.005202,0.001791,I
-0.003002,0.012759,-0.007587,-0.003482,0.010771,0.006436,0.004866,-0.013568,I
-0.006834,0.012401,0.000281,-0.00174,0.005513,0.002518,0.010977,0.009858,I
-0.009708,0.004352,0.01485,0.000004,0.009551,0.001197,0.008987,0.0093,I
-0.007315,0.002453,0.010039,0.004176,0.006633,0.001318,0.018229,0.011608,I
-0.010371,0.002251,0.009037,-0.004943,0.005444,0.005079,0.018806,0.012004,I
-0.007156,0.00304,0.004121,-0.004283,0.008171,0.004974,0.015268,0.002028,I
-0.004105,0.000208,-0.00015,0.013187,0.011389,0.00158,0.011577,0.00243,M
0.00253,0.011881,-0.009151,-0.00826,0.011437,0.015501,0.017844,-0.007833,I
-0.00453,0.002491,0.013006,-0.00429,0.006793,0.008073,0.017249,0.013498,I
-0.006043,-0.003198,0.013571,0.006032,0.010768,0.000971,0.015267,0.008965,I
0.002517,0.019069,0.003596,0.002372,0.014394,0.005957,-0.009797,-0.002519,I
0.025042,0.020475,-0.042187,0.000133,0.035373,0.024405,0.022882,-0.060436,M
-0.007404,0.007093,0.006273,-0.016422,0.008446,0.004972,0.010013,0.012602,I
-0.004367,-0.004395,0.015069,-0.007063,0.003833,0.00201,0.01107,0.003093,I
-0.005299,0.003384,0.007931,-0.00566,0.015747,-0.001541,0.00924,0.003012,I
0.001156,0.008768,-0.000877,-0.007603,0.017918,0.006897,0.019008,0.001478,M
-0.006471,-0.005125,-0.005411,-0.000598,0.016363,0.004466,0.019197,0.001577,F
0.004512,0.00937,0.000414,0.00392,0.016933,0.007154,-0.000704,-0.00402,I
0.004907,0.010692,0.001131,-0.008862,0.019361,0.007932,0.018987,0.000241,F
-0.000405,0.002947,0.005456,-0.003764,0.018025,0.000514,0.006277,-0.007782,I
-0.003539,-0.007107,0.017207,-0.005984,0.008968,0.008506,0.013526,0.006974,I
-0.004277,0.004765,0.012646,-0.000939,0.017004,-0.003695,0.002401,0.010469,I
-0.005654,0.0029,-0.006287,-0.001549,0.006697,-0.012199,0.007822,0.004425,M
-0.013451,-0.008874,0.010594,-0.012126,0.010328,0.000388,0.013998,0.015133,I
-0.013261,-0.009215,0.01485,-0.000237,0.017773,0.008443,-0.00162,0.016861,I
0.02534,0.035559,-0.033005,0.007837,0.015782,0.014261,-0.006429,-0.022811,F
0.00062,0.007969,0.011607,-0.00547,0.016758,0.000994,0.002411,0.006685,I
-0.00617,-0.001526,0.008111,-0.013008,0.011658,0.00351,0.005482,0.003499,I
0.004096,0.003241,0.009659,0.008368,0.012399,0.000742,-0.002643,0.001859,M
-0.001975,-0.000286,0.010627,0.000424,0.018257,-0.007081,0.012851,0.006429,I
-0.000217,-0.002334,0.014841,-0.00709,0.011845,0.009448,0.008066,0.007809,I
-0.010519,-0.014611,0.015908,-0.003632,0.011261,-0.003501,0.012261,0.01298,I
-0.001832,0.000938,0.007412,-0.008062,0.017825,-0.001011,-0.000624,-0.00388,I
-0.009324,0.002127,0.010186,0.004351,0.017214,-0.01606,0.005366,0.030671,M
0.006569,0.010853,0.022324,0.007335,0.019233,-0.007187,-0.009813,0.010354,M
0.004582,0.019221,0.019176,-0.002145,0.01926,0.001244,-0.022745,0.012072,M
-0.001659,0.003924,0.003331,0.006047,0.020005,-0.011705,0.003483,0.013374,F
-0.000423,0.001735,-0.008419,-0.003097,0.012811,0.003628,0.005634,0.005637,F
-0.003125,0.003778,0.001853,-0.002086,0.015152,-0.006138,-0.007831,0.003785,M
0.002841,0.00843,0.006866,0.000923,0.015668,-0.000982,-0.010582,0.010322,M
-0.000021,0.003442,-0.018186,-0.00394,0.0153,-0.001455,0.009239,0.002166,M
-0.017114,-0.021016,-0.01155,-0.002589,0.030445,0.039466,-0.013235,0.004938,F
-0.004543,0.001562,0.00657,-0.000847,0.014299,-0.007199,0.0014,0.021396,M
0.003252,-0.000595,-0.019672,0.008058,0.017098,-0.004892,0.006347,-0.005071,M
0.006114,0.025424,0.00397,0.006835,0.026632,-0.012286,-0.019451,0.015971,M
-0.000885,0.004169,-0.021518,-0.008661,0.005211,-0.00306,0.005286,0.002935,F
0.013851,0.018974,-0.006008,0.005874,0.019416,-0.003271,-0.011254,-0.002058,M
0.001472,-0.004128,-0.009054,0.00183,0.016936,0.000068,0.011832,0.004978,F
0.001713,-0.000124,0.004462,-0.015137,0.016344,0.00997,0.008357,0.007129,I
0.011923,0.002815,-0.013192,0.003542,0.012549,0.011871,0.010521,0.003526,F
0.004512,0.014143,-0.002336,0.004045,0.015837,-0.010661,-0.017555,0.007089,F
-0.000103,-0.005488,0.007817,-0.000917,0.015426,-0.002942,0.004878,0.010884,M
0.002165,0.004984,-0.017129,-0.005755,0.026899,0.009152,-0.005198,-0.008346,F
0.010297,-0.002504,0.0017,0.003762,0.014692,0.010174,0.001834,-0.001631,M
-0.003706,-0.027115,0.005283,0.002555,0.006544,0.003666,0.016792,0.004361,I
-0.002674,0.014367,-0.008495,0.000094,0.021114,-0.013912,-0.01387,0.013614,M
0.0002,-0.003105,0.000379,-0.00002,0.020649,-0.00064,0.001776,0.005004,M
0.023354,0.019977,0.000819,-0.009975,-0.003752,-0.014109,0.02109,0.006539,M
0.001334,0.016083,-0.044755,0.038931,-0.019657,-0.011962,-0.038401,0.035283,M
0.002184,-0.009482,0.006044,0.000233,0.018593,0.001073,0.009174,0.004732,M
0.011884,0.009747,0.010879,0.001189,0.016265,0.000914,-0.007254,0.007096,M
0.009773,0.015841,0.003225,0.006318,0.023405,-0.005221,-0.009438,0.012012,M
-0.003897,-0.017203,-0.012843,-0.002159,0.006325,0.004395,0.015127,0.005923,F
0.011158,0.010513,0.005311,-0.000785,0.022578,-0.001615,-0.004711,0.002209,M
0.001524,-0.003901,-0.019034,-0.000742,0.018893,0.016641,0.005775,0.0075,M
0.009625,0.003171,-0.012018,0.0029,0.020065,-0.001328,0.009571,0.001352,M
0.003477,-0.00371,-0.014468,0.001459,0.018674,-0.003051,0.006355,0.002385,F
0.001272,0.023097,-0.003278,0.009726,0.027801,-0.018725,-0.024943,0.028314,M
0.006578,0.000426,-0.009721,0.009994,0.017136,-0.009157,0.007125,0.012795,F
-0.000914,-0.003539,-0.007392,0.007802,0.023946,-0.017708,-0.000156,0.005604,M
0.010452,0.016231,0.00101,0.00074,0.015578,-0.00474,-0.016074,0.015371,F
0.011398,-0.002616,-0.004456,0.015773,0.018196,-0.002589,-0.000068,0.005452,M
0.010283,0.010881,-0.00498,-0.001407,0.011762,0.000384,-0.015636,0.005991,M
0.009667,-0.006418,-0.00004,-0.015518,-0.001764,0.025742,0.002126,0.008133,F
0.011261,0.012116,-0.006038,-0.002818,0.029659,-0.000709,-0.001742,0.004584,M
0.026486,0.036072,0.007633,0.022862,0.029113,-0.011578,-0.036424,0.01053,M
0.001727,-0.002519,-0.005342,-0.004154,0.015451,-0.005103,0.003666,0.012745,M
-0.010954,-0.017976,-0.006731,-0.001536,0.011499,-0.011341,0.004818,0.019895,M
0.006186,0.001521,0.016272,-0.008656,0.023203,-0.002436,-0.000735,0.014661,F
0.003884,-0.013789,-0.004286,-0.00297,0.010965,0.003312,0.013109,0.009218,F
0.014946,0.005257,0.01761,0.003766,0.024335,-0.002468,0.000301,0.017149,M
-0.011881,0.010099,0.014748,-0.042106,0.0204,-0.001573,-0.006301,0.036971,M
0.007339,0.002303,-0.003688,0.001842,0.020799,0.002274,-0.002632,0.016205,F
0.01091,0.018407,-0.004456,0.00858,0.01538,-0.006301,-0.026212,0.022615,F
-0.002257,0.000116,-0.018863,-0.003373,0.014843,-0.008726,0.003076,0.023067,M
0.011486,0.010126,0.018184,-0.003562,0.01779,-0.001548,-0.008946,0.028929,M
0.005492,-0.01016,-0.019861,0.002314,0.006699,0.000783,0.002843,0.005514,M
0.047597,-0.044922,0.028445,0.074354,0.014157,0.006499,0.039204,-0.012525,F
0.010359,-0.013275,-0.025129,0.017268,0.010119,0.001598,0.000872,0.001743,M
0.016928,0.011348,-0.023889,-0.007471,0.010044,0.002841,-0.008012,-0.001179,M
-0.001049,-0.01123,0.007996,-0.0075,0.012282,-0.00637,-0.000805,0.024292,F
0.004797,-0.011237,-0.016359,-0.002536,-0.008919,0.01136,-0.001906,0.027175,F
